date,platform,account,campaign,country,device,spend,clicks,impressions,conversions
2025-01-30,Google,AcctB,Prospecting,CA,Mobile,647.24,377,18850,19
2025-01-30,Google,AcctB,Prospecting,MX,Desktop,1468.62,978,55746,81
2025-01-30,Google,AcctC,Prospecting,BR,Desktop,1287.71,908,55388,57
2025-01-30,Meta,AcctC,Prospecting,BR,Desktop,330.17,207,9729,12
2025-01-31,Meta,AcctC,Generic_Search,CA,Desktop,269.62,125,5250,6
2025-01-31,Google,AcctA,Brand_Search,US,Mobile,1250.63,634,49452,42
2025-01-31,Google,AcctA,Prospecting,US,Mobile,313.92,223,15610,15
2025-01-31,Meta,AcctC,Prospecting,MX,Desktop,324.69,161,10465,14
2025-01-31,Google,AcctA,Brand_Search,BR,Desktop,1029.65,811,48660,70
2025-01-31,Meta,AcctA,Brand_Search,US,Mobile,769.69,392,15680,35
2025-01-31,Meta,AcctA,Brand_Search,MX,Mobile,214.81,86,6364,2
2025-01-31,Meta,AcctB,Retargeting,CA,Mobile,318.48,182,7462,9
2025-01-31,Google,AcctA,Retargeting,US,Desktop,583.38,267,9612,6
2025-01-31,Meta,AcctB,Generic_Search,CA,Desktop,542.28,288,12672,25
2025-01-31,Google,AcctB,Generic_Search,US,Desktop,639.34,506,30360,38
2025-01-31,Meta,AcctB,Prospecting,CA,Desktop,1277.45,887,58542,63
2025-02-01,Meta,AcctA,Retargeting,BR,Desktop,936.57,553,19908,51
2025-02-01,Meta,AcctC,Brand_Search,BR,Desktop,590.62,396,31284,34
2025-02-01,Google,AcctA,Retargeting,BR,Desktop,1463.81,1030,39140,24
2025-02-01,Google,AcctB,Prospecting,CA,Mobile,697.96,378,25704,21
2025-02-01,Google,AcctC,Retargeting,BR,Desktop,1284.34,550,41800,51
2025-02-01,Google,AcctA,Retargeting,CA,Mobile,1313.61,735,22050,60
2025-02-01,Google,AcctB,Retargeting,CA,Desktop,819.14,278,20850,6
2025-02-01,Meta,AcctA,Generic_Search,US,Mobile,1122.44,563,44477,49
2025-02-01,Meta,AcctC,Retargeting,US,Desktop,774.23,585,32760,46
2025-02-01,Google,AcctA,Generic_Search,BR,Desktop,524.34,276,14628,21
2025-02-02,Meta,AcctA,Prospecting,BR,Mobile,1050.77,431,18964,34
2025-02-02,Meta,AcctB,Retargeting,US,Desktop,864.97,545,28885,35
2025-02-02,Meta,AcctC,Prospecting,MX,Desktop,1292.83,954,39114,41
2025-02-02,Google,AcctB,Brand_Search,BR,Desktop,1314.24,819,59787,29
2025-02-02,Meta,AcctC,Brand_Search,US,Mobile,1384.97,863,58684,72
2025-02-02,Meta,AcctB,Brand_Search,CA,Desktop,637.17,279,13950,24
2025-02-02,Google,AcctB,Prospecting,MX,Mobile,1364.13,990,58410,39
2025-02-02,Google,AcctB,Prospecting,MX,Desktop,1288.95,553,40922,15
2025-02-02,Meta,AcctB,Brand_Search,BR,Mobile,1144.51,470,30080,33
2025-02-02,Meta,AcctB,Retargeting,CA,Desktop,1085.53,456,27816,30
2025-02-03,Google,AcctC,Generic_Search,BR,Mobile,605.72,212,13144,14
2025-02-03,Google,AcctB,Retargeting,CA,Desktop,611.3,402,31758,10
2025-02-03,Google,AcctC,Generic_Search,MX,Desktop,1359.61,922,58086,32
2025-02-03,Meta,AcctB,Prospecting,MX,Mobile,961.24,511,18907,29
2025-02-03,Google,AcctB,Retargeting,MX,Desktop,414.35,312,17160,6
2025-02-03,Google,AcctC,Generic_Search,BR,Desktop,966.6,371,19663,28
2025-02-03,Google,AcctA,Brand_Search,MX,Mobile,792.7,444,27972,20
2025-02-03,Google,AcctB,Prospecting,US,Desktop,1060.56,664,20584,15
2025-02-03,Google,AcctB,Brand_Search,BR,Mobile,1023.53,513,30780,25
2025-02-03,Meta,AcctC,Generic_Search,MX,Desktop,206.13,90,7020,7
2025-02-03,Google,AcctB,Retargeting,CA,Desktop,911.47,489,19071,17
2025-02-04,Google,AcctA,Brand_Search,US,Mobile,1037.64,548,26304,22
2025-02-04,Google,AcctC,Prospecting,US,Mobile,1060.23,449,23348,32
2025-02-04,Meta,AcctB,Generic_Search,US,Desktop,1073.12,808,53328,59
2025-02-04,Meta,AcctB,Generic_Search,US,Desktop,1105.02,363,14520,10
2025-02-04,Meta,AcctC,Generic_Search,MX,Mobile,583.96,186,11346,17
2025-02-04,Meta,AcctC,Retargeting,BR,Mobile,1212.91,734,53582,66
2025-02-04,Google,AcctC,Brand_Search,MX,Desktop,1220.19,669,45492,24
2025-02-04,Google,AcctB,Retargeting,US,Mobile,1009.64,656,36736,56
2025-02-04,Google,AcctA,Generic_Search,US,Mobile,668.28,426,24282,33
2025-02-04,Google,AcctB,Prospecting,BR,Desktop,721.01,563,26461,48
2025-02-04,Google,AcctA,Brand_Search,BR,Desktop,627.26,468,32292,19
2025-02-05,Google,AcctB,Prospecting,BR,Mobile,1461.19,475,20900,30
2025-02-05,Meta,AcctB,Generic_Search,CA,Desktop,889.47,288,16416,25
2025-02-05,Meta,AcctA,Brand_Search,US,Desktop,857.24,458,27938,41
2025-02-05,Meta,AcctB,Retargeting,MX,Mobile,348.23,236,10384,4
2025-02-05,Meta,AcctC,Generic_Search,BR,Desktop,334.62,210,14280,19
2025-02-05,Meta,AcctC,Prospecting,MX,Desktop,259.51,99,3762,8
2025-02-05,Meta,AcctB,Generic_Search,MX,Mobile,1452.67,1140,66120,96
2025-02-05,Google,AcctC,Prospecting,US,Mobile,260.45,160,11680,10
2025-02-05,Meta,AcctB,Brand_Search,CA,Desktop,333.44,168,10920,10
2025-02-05,Meta,AcctB,Generic_Search,US,Mobile,777.45,455,15925,40
2025-02-05,Google,AcctC,Prospecting,BR,Mobile,1435.46,691,22803,58
2025-02-05,Meta,AcctA,Prospecting,BR,Desktop,356.97,259,11137,14
2025-02-06,Google,AcctB,Retargeting,US,Mobile,487.56,198,10098,9
2025-02-06,Meta,AcctC,Generic_Search,BR,Mobile,783.46,620,21080,21
2025-02-06,Meta,AcctC,Brand_Search,US,Mobile,464.01,340,19720,29
2025-02-06,Meta,AcctC,Prospecting,CA,Desktop,879.55,274,10686,6
2025-02-06,Meta,AcctA,Brand_Search,MX,Mobile,333.22,244,18788,15
2025-02-06,Google,AcctA,Prospecting,BR,Mobile,1088.41,406,13398,30
2025-02-06,Google,AcctC,Brand_Search,CA,Desktop,757.06,437,16606,14
2025-02-06,Google,AcctB,Prospecting,MX,Desktop,461.16,282,13536,21
2025-02-06,Google,AcctC,Generic_Search,MX,Desktop,1189.01,690,46230,45
2025-02-06,Google,AcctC,Retargeting,BR,Mobile,1100.82,356,19224,18
2025-02-06,Meta,AcctB,Prospecting,US,Mobile,883.01,687,43281,17
2025-02-07,Meta,AcctB,Retargeting,US,Mobile,403.22,165,12705,8
2025-02-07,Meta,AcctA,Retargeting,US,Desktop,1069.62,559,39689,38
2025-02-07,Google,AcctA,Prospecting,US,Desktop,1384.28,697,40426,49
2025-02-07,Google,AcctA,Prospecting,CA,Desktop,701.64,400,19200,8
2025-02-07,Google,AcctA,Brand_Search,US,Desktop,1071.44,735,53655,39
2025-02-07,Meta,AcctC,Generic_Search,MX,Mobile,1444.61,441,28665,13
2025-02-07,Google,AcctC,Brand_Search,MX,Desktop,576.79,370,25160,9
2025-02-07,Google,AcctA,Retargeting,US,Mobile,473.07,317,24092,15
2025-02-07,Google,AcctA,Retargeting,US,Desktop,230.88,152,4864,4
2025-02-07,Meta,AcctB,Brand_Search,CA,Desktop,895.28,555,38295,13
2025-02-07,Meta,AcctC,Retargeting,CA,Desktop,585.36,366,18300,22
2025-02-08,Google,AcctC,Retargeting,US,Mobile,1073.19,456,19152,35
2025-02-08,Meta,AcctB,Prospecting,BR,Mobile,1250.01,974,38960,19
2025-02-08,Google,AcctC,Retargeting,MX,Desktop,484.46,263,8942,10
2025-02-08,Meta,AcctB,Retargeting,US,Desktop,1039.22,354,16638,31
2025-02-08,Google,AcctC,Generic_Search,MX,Desktop,1145.65,854,52948,60
2025-02-08,Google,AcctC,Generic_Search,BR,Desktop,780.09,303,19998,22
2025-02-08,Google,AcctB,Retargeting,BR,Mobile,374.05,205,7175,10
2025-02-08,Meta,AcctA,Prospecting,MX,Desktop,689.66,337,22579,24
2025-02-08,Meta,AcctB,Prospecting,BR,Desktop,330.06,201,8442,9
2025-02-08,Meta,AcctC,Generic_Search,US,Mobile,906.51,724,43440,52
2025-02-09,Google,AcctA,Generic_Search,BR,Desktop,1358.04,507,20280,20
2025-02-09,Meta,AcctB,Brand_Search,CA,Desktop,1419.95,768,60672,38
2025-02-09,Meta,AcctC,Retargeting,CA,Desktop,968.03,603,33768,13
2025-02-09,Meta,AcctA,Brand_Search,BR,Mobile,1372.09,823,65840,51
2025-02-09,Google,AcctA,Retargeting,BR,Desktop,1366.06,939,66669,51
2025-02-09,Google,AcctC,Retargeting,US,Mobile,1431.43,584,39712,58
2025-02-09,Meta,AcctA,Prospecting,CA,Desktop,498.76,245,8820,5
2025-02-09,Google,AcctB,Generic_Search,MX,Mobile,1195.62,902,31570,38
2025-02-09,Google,AcctC,Prospecting,CA,Desktop,871.28,415,21580,24
2025-02-09,Google,AcctA,Generic_Search,MX,Desktop,1059.44,537,27387,41
2025-02-09,Meta,AcctC,Brand_Search,BR,Mobile,415.29,140,9940,5
2025-02-10,Meta,AcctB,Generic_Search,US,Desktop,951.38,341,10230,17
2025-02-10,Meta,AcctB,Brand_Search,MX,Desktop,729.28,257,8738,15
2025-02-10,Google,AcctB,Generic_Search,MX,Desktop,991.74,656,36080,45
2025-02-10,Google,AcctC,Prospecting,CA,Mobile,338.56,173,11591,6
2025-02-10,Meta,AcctC,Brand_Search,BR,Mobile,770.66,308,22176,29
2025-02-10,Google,AcctB,Retargeting,MX,Mobile,950.95,653,35915,51
2025-02-10,Google,AcctA,Prospecting,MX,Mobile,1452.27,636,43248,61
2025-02-10,Google,AcctA,Prospecting,CA,Mobile,1070.56,538,22596,33
2025-02-10,Meta,AcctA,Brand_Search,BR,Desktop,1076.23,516,36636,10
2025-02-10,Meta,AcctC,Prospecting,MX,Mobile,1181.46,598,47840,38
2025-02-10,Google,AcctA,Retargeting,US,Desktop,1270.23,680,46240,37
2025-02-10,Google,AcctC,Generic_Search,CA,Desktop,330.36,183,14640,8
2025-02-11,Meta,AcctB,Retargeting,US,Mobile,351.15,117,8190,9
2025-02-11,Meta,AcctA,Prospecting,BR,Mobile,812.75,492,26076,17
2025-02-11,Google,AcctB,Prospecting,MX,Desktop,1362.61,592,45584,44
2025-02-11,Google,AcctB,Generic_Search,BR,Desktop,1334.57,538,22596,46
2025-02-11,Meta,AcctA,Prospecting,CA,Desktop,1175.22,427,26901,35
2025-02-11,Meta,AcctA,Brand_Search,US,Desktop,1078.56,681,46989,13
2025-02-11,Meta,AcctC,Brand_Search,MX,Mobile,1318.52,907,53513,88
2025-02-11,Google,AcctC,Generic_Search,MX,Mobile,1442.08,805,24150,61
2025-02-11,Meta,AcctA,Prospecting,US,Mobile,1075.81,764,25976,49
2025-02-11,Google,AcctB,Prospecting,MX,Mobile,1367.56,1012,66792,90
2025-02-12,Meta,AcctB,Retargeting,MX,Mobile,738.19,289,8959,8
2025-02-12,Google,AcctC,Prospecting,US,Desktop,416.98,146,4964,13
2025-02-12,Meta,AcctB,Brand_Search,CA,Desktop,656.42,419,28492,15
2025-02-12,Google,AcctA,Retargeting,CA,Desktop,1494.23,1082,68166,67
2025-02-12,Google,AcctA,Generic_Search,MX,Desktop,607.53,380,28500,15
2025-02-12,Meta,AcctB,Brand_Search,CA,Mobile,537.7,258,16770,24
2025-02-12,Meta,AcctA,Retargeting,MX,Mobile,1310.62,576,23616,37
2025-02-12,Google,AcctA,Prospecting,BR,Mobile,1313.2,522,40194,16
2025-02-12,Meta,AcctB,Generic_Search,BR,Mobile,748.36,453,24915,39
2025-02-12,Google,AcctB,Prospecting,MX,Mobile,1207.17,631,22085,31
2025-02-12,Meta,AcctB,Prospecting,MX,Desktop,717.92,463,15279,17
2025-02-12,Meta,AcctC,Brand_Search,US,Mobile,881.18,703,25308,28
2025-02-13,Meta,AcctC,Retargeting,CA,Desktop,412.25,275,14850,23
2025-02-13,Meta,AcctB,Brand_Search,CA,Mobile,976.1,681,44265,33
2025-02-13,Google,AcctC,Generic_Search,MX,Mobile,809.96,246,15006,23
2025-02-13,Meta,AcctB,Prospecting,CA,Desktop,1309.53,512,24576,14
2025-02-13,Google,AcctA,Retargeting,BR,Mobile,746.32,517,31537,51
2025-02-13,Google,AcctA,Retargeting,MX,Desktop,521.62,230,16100,6
2025-02-13,Google,AcctA,Brand_Search,MX,Mobile,362.55,188,5640,7
2025-02-13,Meta,AcctC,Retargeting,MX,Mobile,444.13,137,4521,13
2025-02-13,Google,AcctA,Brand_Search,MX,Mobile,1323.51,706,45184,66
2025-02-13,Google,AcctB,Brand_Search,CA,Desktop,871.59,610,42090,51
2025-02-13,Meta,AcctA,Generic_Search,CA,Mobile,880.5,545,26705,50
2025-02-13,Meta,AcctC,Generic_Search,US,Mobile,600.23,303,11817,13
2025-02-14,Meta,AcctA,Prospecting,MX,Mobile,1153.15,358,19332,17
2025-02-14,Google,AcctB,Prospecting,MX,Mobile,790.3,543,33666,27
2025-02-14,Google,AcctB,Brand_Search,CA,Mobile,926.73,529,32269,18
2025-02-14,Google,AcctC,Brand_Search,MX,Mobile,1030.08,411,13563,36
2025-02-14,Google,AcctC,Generic_Search,CA,Mobile,1085.88,495,24750,16
2025-02-14,Meta,AcctA,Retargeting,BR,Desktop,1364.41,579,31266,49
2025-02-14,Google,AcctA,Generic_Search,CA,Mobile,219.59,153,10251,4
2025-02-14,Meta,AcctC,Brand_Search,US,Mobile,1037.95,675,54000,19
2025-02-14,Google,AcctC,Prospecting,MX,Mobile,557.92,399,25935,13
2025-02-14,Google,AcctA,Brand_Search,CA,Desktop,682.82,235,9400,14
2025-02-14,Meta,AcctC,Brand_Search,MX,Desktop,1296.61,1005,33165,41
2025-02-14,Google,AcctC,Generic_Search,CA,Mobile,521.31,415,17430,23
2025-02-15,Google,AcctA,Generic_Search,BR,Desktop,462.7,251,9036,5
2025-02-15,Meta,AcctC,Retargeting,MX,Desktop,676.26,407,13838,8
2025-02-15,Google,AcctC,Retargeting,BR,Mobile,619.38,384,14208,10
2025-02-15,Meta,AcctB,Retargeting,CA,Mobile,990.94,576,24768,28
2025-02-15,Google,AcctC,Retargeting,US,Mobile,1076.84,701,39957,63
2025-02-15,Google,AcctA,Generic_Search,CA,Desktop,451.06,283,18678,19
2025-02-15,Google,AcctB,Brand_Search,MX,Desktop,479.27,219,17301,18
2025-02-15,Meta,AcctB,Retargeting,CA,Mobile,200.25,63,3024,4
2025-02-15,Google,AcctC,Retargeting,US,Mobile,1241.33,410,26650,32
2025-02-15,Google,AcctA,Retargeting,MX,Desktop,894.07,536,27872,49
2025-02-15,Meta,AcctB,Brand_Search,MX,Desktop,1154.59,828,28152,79
2025-02-16,Meta,AcctC,Generic_Search,BR,Desktop,1075.73,859,49822,68
2025-02-16,Google,AcctC,Retargeting,MX,Desktop,718.09,371,27454,11
2025-02-16,Google,AcctC,Brand_Search,CA,Desktop,596.22,191,12224,12
2025-02-16,Google,AcctA,Prospecting,MX,Desktop,941.63,550,23650,43
2025-02-16,Meta,AcctA,Brand_Search,MX,Mobile,1343.73,694,25678,62
2025-02-16,Meta,AcctC,Generic_Search,US,Desktop,798.48,301,13846,14
2025-02-16,Google,AcctA,Brand_Search,MX,Mobile,620.44,472,16520,13
2025-02-16,Meta,AcctB,Generic_Search,CA,Desktop,973.8,438,33288,37
2025-02-16,Google,AcctB,Generic_Search,CA,Mobile,1047.92,417,28773,41
2025-02-16,Google,AcctA,Retargeting,MX,Mobile,392.42,183,10980,12
2025-02-17,Google,AcctC,Prospecting,CA,Desktop,1427.38,1105,48620,35
2025-02-17,Meta,AcctA,Prospecting,US,Mobile,785.08,244,10492,19
2025-02-17,Meta,AcctC,Brand_Search,MX,Mobile,1326.8,750,30750,26
2025-02-17,Meta,AcctC,Brand_Search,US,Desktop,1398.95,632,38552,32
2025-02-17,Meta,AcctA,Generic_Search,CA,Mobile,1382.66,642,41088,19
2025-02-17,Google,AcctA,Prospecting,MX,Mobile,1012.8,423,26226,17
2025-02-17,Google,AcctB,Generic_Search,US,Mobile,460.9,298,14006,7
2025-02-17,Google,AcctA,Retargeting,MX,Mobile,1323.57,409,29039,20
2025-02-17,Google,AcctC,Brand_Search,US,Desktop,515.96,314,12246,28
2025-02-17,Meta,AcctC,Generic_Search,US,Mobile,876.93,560,39200,41
2025-02-17,Google,AcctA,Prospecting,CA,Desktop,1103.59,699,37746,46
2025-02-17,Google,AcctC,Generic_Search,BR,Mobile,1095.09,820,31160,44
2025-02-18,Google,AcctC,Generic_Search,MX,Desktop,924.54,715,26455,24
2025-02-18,Google,AcctC,Brand_Search,MX,Mobile,1449.56,654,50358,61
2025-02-18,Google,AcctC,Retargeting,US,Mobile,870.96,535,17655,18
2025-02-18,Meta,AcctA,Prospecting,CA,Desktop,1165.08,925,72150,33
2025-02-18,Google,AcctC,Generic_Search,BR,Desktop,667.04,429,25740,13
2025-02-18,Meta,AcctC,Prospecting,CA,Desktop,876.84,461,14752,41
2025-02-18,Meta,AcctB,Prospecting,CA,Desktop,432.54,257,19275,23
2025-02-18,Meta,AcctB,Prospecting,MX,Mobile,416.43,186,6138,13
2025-02-18,Meta,AcctA,Generic_Search,US,Desktop,440.17,299,20631,20
2025-02-18,Meta,AcctC,Prospecting,BR,Mobile,838.88,309,12978,11
2025-02-18,Google,AcctB,Retargeting,MX,Mobile,1353.86,695,54905,16
2025-02-18,Google,AcctB,Retargeting,US,Desktop,433.7,257,19018,16
2025-02-19,Google,AcctA,Brand_Search,CA,Desktop,409.74,181,13032,13
2025-02-19,Google,AcctB,Prospecting,US,Desktop,1199.07,553,29862,47
2025-02-19,Meta,AcctA,Brand_Search,BR,Mobile,1005.7,582,25026,13
2025-02-19,Google,AcctB,Prospecting,CA,Mobile,537.56,315,21735,15
2025-02-19,Meta,AcctA,Prospecting,MX,Desktop,1133.89,410,15170,31
2025-02-19,Meta,AcctC,Generic_Search,BR,Desktop,342.09,227,15890,14
2025-02-19,Meta,AcctA,Retargeting,BR,Mobile,915.45,294,11760,27
2025-02-19,Google,AcctA,Prospecting,US,Desktop,1309.98,829,56372,36
2025-02-19,Meta,AcctC,Brand_Search,MX,Mobile,374.91,242,11374,11
2025-02-19,Google,AcctA,Generic_Search,BR,Desktop,745.46,339,26781,32
2025-02-19,Meta,AcctC,Generic_Search,US,Desktop,1448.56,437,34086,17
2025-02-19,Meta,AcctB,Retargeting,US,Mobile,509.24,302,18120,17
2025-02-20,Google,AcctA,Brand_Search,US,Mobile,1013.1,363,15609,30
2025-02-20,Meta,AcctB,Brand_Search,MX,Mobile,921.73,285,18810,21
2025-02-20,Meta,AcctA,Generic_Search,MX,Desktop,640.9,312,19968,27
2025-02-20,Meta,AcctB,Retargeting,US,Desktop,452.22,324,23652,18
2025-02-20,Google,AcctA,Retargeting,US,Mobile,1376.44,518,26418,48
2025-02-20,Google,AcctB,Retargeting,MX,Desktop,882.63,342,18126,28
2025-02-20,Meta,AcctA,Generic_Search,CA,Desktop,1015.36,757,48448,69
2025-02-20,Meta,AcctB,Brand_Search,MX,Mobile,928.54,574,17220,40
2025-02-20,Meta,AcctB,Generic_Search,US,Desktop,466.74,148,7992,11
2025-02-20,Meta,AcctA,Brand_Search,MX,Mobile,1122.79,489,17115,29
2025-02-20,Meta,AcctB,Brand_Search,MX,Mobile,858.7,396,11880,11
2025-02-21,Google,AcctB,Generic_Search,US,Mobile,326.44,148,10508,11
2025-02-21,Meta,AcctB,Retargeting,CA,Desktop,284.97,101,6060,5
2025-02-21,Google,AcctB,Prospecting,BR,Desktop,727.39,477,17172,21
2025-02-21,Google,AcctA,Prospecting,MX,Mobile,265.94,83,6059,1
2025-02-21,Meta,AcctA,Brand_Search,CA,Mobile,432.68,258,17286,18
2025-02-21,Meta,AcctA,Prospecting,BR,Mobile,460.72,204,13056,9
2025-02-21,Google,AcctA,Prospecting,MX,Mobile,384.02,250,12000,16
2025-02-21,Google,AcctB,Retargeting,CA,Mobile,510.15,215,8600,21
2025-02-21,Meta,AcctB,Generic_Search,BR,Desktop,1319.43,802,42506,41
2025-02-21,Meta,AcctC,Prospecting,MX,Mobile,1262.67,828,59616,70
2025-02-21,Google,AcctA,Prospecting,US,Desktop,633.28,471,16956,29
2025-02-21,Meta,AcctC,Brand_Search,MX,Desktop,404.74,144,9936,9
2025-02-22,Meta,AcctA,Prospecting,BR,Mobile,1219.61,631,50480,29
2025-02-22,Google,AcctA,Generic_Search,CA,Mobile,706.98,416,17472,15
2025-02-22,Meta,AcctA,Prospecting,US,Mobile,1371.4,1075,32250,81
2025-02-22,Google,AcctA,Brand_Search,CA,Desktop,969.81,515,33475,14
2025-02-22,Meta,AcctC,Generic_Search,CA,Mobile,917.67,481,25012,18
2025-02-22,Meta,AcctC,Retargeting,BR,Desktop,378.39,265,15635,24
2025-02-22,Meta,AcctB,Prospecting,CA,Mobile,1487.38,879,60651,86
2025-02-22,Meta,AcctA,Prospecting,CA,Desktop,977.74,628,42704,51
2025-02-22,Meta,AcctA,Prospecting,US,Desktop,761.23,452,31640,20
2025-02-22,Meta,AcctB,Generic_Search,MX,Desktop,374.56,125,3875,3
2025-02-23,Meta,AcctB,Brand_Search,US,Desktop,814.19,546,39312,14
2025-02-23,Meta,AcctC,Brand_Search,MX,Desktop,809.53,450,27000,29
2025-02-23,Meta,AcctB,Prospecting,MX,Mobile,417.76,270,18360,21
2025-02-23,Google,AcctC,Generic_Search,CA,Mobile,1201.48,503,29174,39
2025-02-23,Google,AcctA,Retargeting,MX,Desktop,954.35,745,26075,23
2025-02-23,Google,AcctB,Generic_Search,CA,Desktop,1239.18,905,46155,89
2025-02-23,Meta,AcctB,Retargeting,BR,Mobile,1088.56,538,24748,17
2025-02-23,Meta,AcctB,Brand_Search,US,Desktop,1383.17,926,66672,51
2025-02-23,Meta,AcctB,Brand_Search,BR,Desktop,1306.88,573,21774,39
2025-02-23,Meta,AcctC,Brand_Search,CA,Desktop,1125.77,489,31296,32
2025-02-24,Google,AcctB,Generic_Search,US,Desktop,1063.99,460,34040,21
2025-02-24,Meta,AcctC,Prospecting,US,Desktop,294.8,172,7912,14
2025-02-24,Meta,AcctB,Generic_Search,US,Desktop,1005.22,330,22440,23
2025-02-24,Meta,AcctA,Prospecting,MX,Desktop,772.75,421,17682,28
2025-02-24,Google,AcctA,Brand_Search,CA,Desktop,882.84,567,29484,21
2025-02-24,Meta,AcctB,Prospecting,MX,Desktop,1214.95,532,17556,26
2025-02-24,Google,AcctC,Retargeting,US,Desktop,902.82,465,32085,33
2025-02-24,Google,AcctC,Brand_Search,US,Desktop,1313.37,479,34488,38
2025-02-24,Meta,AcctB,Generic_Search,BR,Mobile,1081.03,861,43050,54
2025-02-24,Google,AcctA,Generic_Search,MX,Mobile,807.04,619,43330,34
2025-02-24,Google,AcctC,Prospecting,CA,Mobile,635.46,275,9900,11
2025-02-25,Google,AcctA,Retargeting,BR,Desktop,1402.26,446,17394,26
2025-02-25,Google,AcctA,Generic_Search,US,Desktop,836.0,277,17728,19
2025-02-25,Meta,AcctB,Prospecting,CA,Desktop,1021.95,796,27860,39
2025-02-25,Google,AcctA,Generic_Search,MX,Desktop,356.97,132,7392,4
2025-02-25,Google,AcctC,Generic_Search,US,Mobile,1440.4,1021,61260,30
2025-02-25,Meta,AcctC,Retargeting,US,Desktop,641.07,300,22800,7
2025-02-25,Meta,AcctC,Brand_Search,CA,Mobile,766.87,553,43687,46
2025-02-25,Meta,AcctC,Retargeting,US,Mobile,832.45,618,35844,48
2025-02-25,Google,AcctB,Generic_Search,US,Desktop,348.43,208,14352,7
2025-02-25,Google,AcctB,Brand_Search,BR,Desktop,218.67,134,6566,11
2025-02-25,Google,AcctB,Prospecting,CA,Mobile,357.04,229,14656,7
2025-02-26,Google,AcctA,Retargeting,CA,Desktop,1357.64,505,34845,28
2025-02-26,Meta,AcctA,Brand_Search,CA,Desktop,208.25,81,2835,6
2025-02-26,Meta,AcctB,Retargeting,BR,Desktop,386.01,168,9744,8
2025-02-26,Google,AcctB,Generic_Search,MX,Desktop,451.83,315,22995,27
2025-02-26,Meta,AcctB,Generic_Search,BR,Desktop,270.24,130,5590,7
2025-02-26,Meta,AcctA,Brand_Search,MX,Desktop,327.48,219,9198,10
2025-02-26,Meta,AcctC,Generic_Search,CA,Desktop,1403.38,449,16164,37
2025-02-26,Google,AcctB,Brand_Search,US,Desktop,1137.82,678,33900,36
2025-02-26,Meta,AcctC,Retargeting,US,Desktop,1162.54,886,36326,28
2025-02-26,Google,AcctC,Brand_Search,BR,Mobile,995.66,342,27360,15
2025-02-26,Meta,AcctA,Generic_Search,BR,Desktop,1482.58,1168,80592,57
2025-02-27,Meta,AcctA,Generic_Search,MX,Mobile,510.78,408,12648,23
2025-02-27,Meta,AcctA,Prospecting,BR,Desktop,951.56,548,24112,14
2025-02-27,Meta,AcctC,Retargeting,US,Desktop,700.34,451,28413,10
2025-02-27,Meta,AcctB,Generic_Search,US,Mobile,1156.49,378,27594,18
2025-02-27,Google,AcctA,Retargeting,MX,Mobile,1004.87,485,19885,34
2025-02-27,Meta,AcctA,Retargeting,US,Mobile,802.89,296,22200,15
2025-02-27,Google,AcctC,Generic_Search,BR,Mobile,510.22,182,10920,14
2025-02-27,Google,AcctC,Generic_Search,MX,Mobile,1367.31,754,42978,31
2025-02-27,Meta,AcctC,Generic_Search,BR,Desktop,743.1,239,14340,18
2025-02-27,Google,AcctB,Retargeting,CA,Desktop,788.17,331,21515,26
2025-02-27,Google,AcctC,Brand_Search,MX,Desktop,344.44,183,10248,6
2025-02-27,Meta,AcctA,Retargeting,CA,Mobile,218.86,112,5040,4
2025-02-28,Meta,AcctB,Prospecting,MX,Mobile,971.36,629,40885,34
2025-02-28,Meta,AcctB,Generic_Search,US,Mobile,1041.42,466,22368,45
2025-02-28,Google,AcctB,Prospecting,CA,Mobile,851.89,608,36480,46
2025-02-28,Meta,AcctB,Prospecting,BR,Desktop,931.23,295,14750,28
2025-02-28,Meta,AcctB,Brand_Search,MX,Desktop,281.83,207,9108,17
2025-02-28,Google,AcctA,Prospecting,MX,Mobile,1443.08,879,35160,67
2025-02-28,Google,AcctB,Retargeting,BR,Mobile,357.94,111,6771,9
2025-02-28,Meta,AcctA,Generic_Search,BR,Desktop,509.28,163,8150,10
2025-02-28,Google,AcctC,Brand_Search,MX,Mobile,1460.45,833,31654,48
2025-02-28,Meta,AcctB,Prospecting,US,Desktop,1359.47,719,25165,36
2025-03-01,Google,AcctC,Retargeting,BR,Mobile,613.09,369,12177,34
2025-03-01,Google,AcctC,Retargeting,MX,Desktop,1151.13,863,32794,64
2025-03-01,Meta,AcctB,Generic_Search,CA,Mobile,701.95,214,11128,10
2025-03-01,Meta,AcctC,Brand_Search,BR,Mobile,1163.99,591,34278,25
2025-03-01,Meta,AcctC,Generic_Search,BR,Desktop,1281.97,570,34770,13
2025-03-01,Meta,AcctC,Prospecting,CA,Mobile,491.88,342,13338,14
2025-03-01,Meta,AcctC,Retargeting,BR,Desktop,386.73,174,10962,17
2025-03-01,Meta,AcctB,Brand_Search,MX,Mobile,935.25,686,48020,51
2025-03-01,Meta,AcctA,Prospecting,CA,Desktop,839.45,540,24300,12
2025-03-01,Google,AcctC,Generic_Search,MX,Desktop,229.31,130,7540,9
2025-03-01,Google,AcctC,Retargeting,US,Desktop,732.3,554,31024,18
2025-03-02,Google,AcctA,Brand_Search,CA,Mobile,1390.84,498,18924,46
2025-03-02,Google,AcctB,Generic_Search,US,Mobile,669.51,413,21476,9
